,session_id,item_id,date
325,443,7938,2020-09-01 17:12:17.525
326,443,1097,2020-09-01 17:13:21.919
327,443,9215,2020-09-01 16:30:01.664
328,443,14558,2020-09-01 16:25:09.763
329,443,8031,2020-09-01 17:22:36.032
330,443,9215,2020-09-01 16:49:28.605
331,443,9905,2020-09-01 16:44:32.982
332,443,13709,2020-09-01 17:16:49.576
333,443,8861,2020-09-01 17:17:30.202
334,443,25581,2020-09-01 16:30:46.686
335,443,27555,2020-09-01 16:34:44.814
336,449,23583,2020-07-26 14:08:05.116
337,449,7663,2020-07-26 14:07:16.421
338,449,4160,2020-07-26 14:03:05.043
339,449,1094,2020-07-26 14:04:01.178
340,449,1225,2020-07-26 14:07:58.585
341,449,10158,2020-07-26 14:05:36.335
342,449,1076,2020-07-26 14:06:29.189
343,449,25283,2020-07-26 14:04:36.329
344,449,5241,2020-07-26 14:08:45.229
345,449,1225,2020-07-26 14:07:50.288
346,449,13539,2020-07-26 14:02:25.74
347,450,13081,2020-01-09 13:47:49.16
348,450,5366,2020-01-09 09:16:09.553
349,450,18242,2020-01-09 09:15:31.891
350,453,11386,2020-08-29 22:34:59.928
351,453,12516,2020-08-29 22:27:52.184
352,453,13158,2020-08-29 22:32:14.544
353,453,12540,2020-08-29 22:39:56.48
354,453,18816,2020-08-29 22:32:46.909
355,453,283,2020-08-29 22:31:33.261
356,453,21798,2020-08-29 22:34:00.053
357,453,3791,2020-08-29 22:37:40.872
358,453,13409,2020-08-29 22:26:27.399
359,453,23972,2020-08-29 22:33:14.847
360,453,19529,2020-08-29 22:43:04.32
361,453,19974,2020-08-29 22:32:29.47
362,454,10390,2020-09-16 17:00:18.902
363,457,17826,2021-02-12 00:27:14.024
364,457,9774,2021-02-12 00:30:28.338
365,457,13429,2021-02-12 00:33:39.961
366,457,21716,2021-02-12 00:29:27.798
367,457,12597,2021-02-12 00:28:13.58
368,459,27518,2020-04-04 12:06:34.821
369,459,7558,2020-04-04 12:04:24.059
370,459,7558,2020-04-04 12:05:07.401
371,459,28117,2020-04-04 14:17:05.975
372,459,7558,2020-04-04 12:04:54.126
373,459,9052,2020-04-04 12:06:00.253
374,459,8802,2020-04-04 12:05:37.674
375,461,6372,2020-04-12 14:10:32.515
376,464,7607,2020-06-04 10:15:04.979
377,467,25809,2020-12-01 20:52:37.321
378,467,2383,2020-12-01 20:46:38.756
379,475,3244,2020-11-30 12:13:20.708
380,475,14826,2020-11-30 12:11:25.995
381,475,923,2020-11-30 12:12:52.367
382,475,20976,2020-11-30 12:09:34.49
383,475,20976,2020-11-30 11:36:52.955
384,475,20976,2020-11-30 12:09:12.123
385,475,11154,2020-11-30 12:12:17.155
386,475,22705,2020-11-30 11:38:54.228
387,475,26422,2020-11-30 12:11:58.035
388,475,16127,2020-11-30 12:14:17.254
389,477,15200,2020-05-27 07:07:54.222
390,477,20178,2020-05-27 07:08:21.164
391,477,20455,2020-05-27 07:07:00.353
392,480,16377,2021-04-04 11:39:11.063
393,480,2915,2021-04-04 11:32:38.834
394,480,7548,2021-04-04 11:36:38.99
395,482,23241,2020-08-22 20:37:01.559
396,482,6386,2020-08-22 20:36:32.675
397,482,6386,2020-08-22 20:36:46.74
398,482,10916,2020-08-22 20:37:00.372
399,482,11421,2020-08-22 20:37:22.483
400,486,15373,2020-05-09 19:36:15.018
401,487,14473,2020-08-29 17:04:01.096
402,487,1328,2020-08-29 17:03:51.327
403,487,26044,2020-08-29 16:43:56.404
404,487,9442,2020-08-29 17:03:44.448
405,493,6978,2020-12-12 15:54:00.877
406,493,27225,2020-12-12 15:51:38.224
407,493,1441,2020-12-12 15:55:18.749
408,493,23427,2020-12-12 15:53:38.75
409,494,14680,2021-01-18 12:16:32.293
410,496,6636,2021-04-02 14:31:53.551
411,496,23462,2021-04-02 14:29:26.664
412,496,17239,2021-04-02 14:33:51.602
413,496,5880,2021-04-02 14:29:53.463
414,496,10892,2021-04-02 14:30:46.071
415,496,21197,2021-04-02 14:33:00.066
416,496,26180,2021-04-02 14:36:00.733
417,499,4210,2020-08-08 14:01:06.266
418,499,13617,2020-08-08 14:03:39.43
419,499,16195,2020-08-08 13:59:50.818
420,499,14454,2020-08-08 14:00:45.235
421,499,13617,2020-08-08 14:05:43.343
422,499,13124,2020-08-08 14:04:13.571
423,499,2570,2020-08-08 14:04:38.747
424,507,8180,2020-05-16 13:03:36.204
425,508,17044,2020-12-24 21:31:11.384
426,508,11691,2020-12-24 21:36:07.942
427,509,13988,2020-10-23 19:21:59.312
428,509,2512,2020-10-23 19:19:28.442
429,509,1475,2020-10-23 19:18:12.635
430,509,3050,2020-10-23 19:20:05.664
431,509,19681,2020-10-23 19:21:01.581
432,509,8408,2020-10-23 19:31:26.762
433,509,8545,2020-10-23 19:25:01.324
434,509,20183,2020-10-23 19:22:21.846
435,509,27206,2020-10-23 19:18:27.525
436,509,27474,2020-10-23 19:25:58.779
437,509,10296,2020-10-23 19:28:44.669
438,509,11416,2020-10-23 19:20:35.45
439,509,21883,2020-10-23 19:18:51.803
440,509,4949,2020-10-23 19:29:17.823
441,509,8408,2020-10-23 19:31:38.238
442,509,21386,2020-10-23 19:27:03.681
443,509,16038,2020-10-23 19:27:45.855
444,509,21029,2020-10-23 19:17:39.537
445,512,2366,2020-05-27 09:18:52.819
446,512,14360,2020-05-27 09:07:34.046
447,512,3382,2020-05-27 09:06:52.666
448,512,10531,2020-05-27 09:20:46.747
449,512,18765,2020-05-27 09:08:45.663
450,512,2273,2020-05-27 09:09:10.969
451,512,4612,2020-05-27 09:22:30.548
452,512,4061,2020-05-27 09:09:47.441
453,512,5243,2020-05-27 09:21:22.873
454,512,26283,2020-05-27 09:06:26.176
455,512,9699,2020-05-27 09:18:24.251
456,512,9106,2020-05-27 09:20:00.887
457,512,19866,2020-05-27 09:10:36.212
458,512,10017,2020-05-27 09:16:44.116
459,523,27842,2020-08-10 19:23:11.685
460,526,11998,2021-05-28 08:31:13.756
461,526,26085,2021-05-28 08:29:41.53
462,526,2237,2021-05-28 08:33:58.36
463,526,1515,2021-05-28 08:28:29.245
464,527,11538,2020-09-01 11:17:57.242
465,527,4951,2020-09-01 10:59:51.384
466,527,5728,2020-09-01 11:03:24.305
467,527,15944,2020-09-01 10:57:43.739
468,527,3327,2020-09-01 10:56:21.311
469,527,13960,2020-09-01 11:01:55.844
470,534,20252,2020-09-26 21:41:17.948
471,534,26838,2020-09-26 21:45:25.635
472,534,17186,2020-09-26 21:44:20.713
473,534,13571,2020-09-26 21:42:22.977
474,534,24275,2020-09-26 21:40:28.582
475,534,24275,2020-09-26 21:50:32.751
476,540,23318,2020-06-08 07:52:44.475
477,540,4618,2020-06-08 07:30:25.12
478,540,26195,2020-06-08 07:30:59.472
479,540,5769,2020-06-08 07:31:35.46
480,540,15667,2020-06-08 07:31:25.216
481,540,8356,2020-06-08 07:51:21.076
482,540,15942,2020-06-08 07:54:19.645
483,540,24760,2020-06-08 07:55:12.31
484,544,26237,2021-04-21 17:12:18.967
485,544,13636,2021-04-21 17:50:58.228
486,553,24921,2020-07-02 13:31:21.943
487,553,9522,2020-07-02 13:30:47.333
488,553,16660,2020-07-02 13:35:35.764
489,556,25747,2020-05-23 11:26:19.769
490,556,14259,2020-05-23 11:23:11.696
491,556,4061,2020-05-23 11:25:20.273
492,556,13057,2020-05-23 11:28:20.035
493,556,7462,2020-05-23 11:26:36.748
494,556,22867,2020-05-23 11:25:59.329
495,556,8073,2020-05-23 11:27:04.142
496,556,2273,2020-05-23 11:24:28.981
497,561,18736,2020-04-27 11:53:47.722
498,564,2845,2021-03-30 06:52:54.406
499,574,3741,2020-07-30 18:14:40.366
500,579,18560,2021-05-14 19:49:03.745
501,579,19143,2021-05-14 19:32:58.021
502,579,8772,2021-05-14 19:50:00.031
503,579,17218,2021-05-14 19:47:02.565
504,579,167,2021-05-14 19:52:47.244
505,592,1780,2021-03-19 08:59:06.454
506,592,15170,2021-03-19 08:50:22.983
507,599,12040,2021-03-14 17:50:25.917
508,599,7635,2021-03-14 17:50:53.821
509,601,14927,2020-11-27 23:01:54.046
510,603,21024,2020-07-01 18:47:32.463
511,606,6221,2020-07-03 03:46:38.996
512,609,6332,2020-03-08 13:39:53.063
513,609,9052,2020-03-08 13:34:30.196
514,609,7334,2020-03-08 13:38:54.164
515,631,3880,2020-12-06 02:00:48.855
516,631,3880,2020-12-06 20:35:14.022
517,632,7522,2020-08-10 11:59:28.275
518,632,7522,2020-08-10 11:59:08.437
519,633,27187,2020-12-18 16:51:04.753
520,633,26718,2020-12-18 16:49:55.388
521,633,22886,2020-12-18 16:51:30.354
522,633,22886,2020-12-18 16:52:05.474
523,642,15200,2020-07-24 20:00:50.59
524,642,16005,2020-07-24 20:02:05.876
525,642,16005,2020-07-24 22:42:32.198
526,642,16005,2020-07-24 19:57:24.508
527,642,19522,2020-07-24 19:59:49.919
528,642,18733,2020-07-24 22:44:41.977
529,642,21906,2020-07-24 22:44:19.488
530,642,19522,2020-07-24 19:58:32.777
531,642,10982,2020-07-24 19:57:57.899
532,642,10982,2020-07-24 19:56:55.361
533,642,19522,2020-07-24 19:59:14.44
534,647,15794,2021-04-13 08:46:54.418
535,654,19544,2021-03-08 18:46:19.302
536,656,5642,2020-11-29 18:39:39.228
537,661,26394,2020-08-15 21:12:21.937
538,661,26853,2020-08-15 21:12:28.209
539,661,26394,2020-08-15 21:12:02.249
540,661,26394,2020-08-15 21:09:53.56
541,661,26853,2020-08-15 21:12:36.299
542,661,26853,2020-08-15 21:09:43.118
543,671,7066,2020-09-22 13:21:14.54
544,677,4528,2020-09-27 23:19:57.238
545,681,26565,2021-04-12 03:01:29.996
546,681,3771,2021-04-12 03:02:51.362
547,681,21215,2021-04-12 03:00:25.977
548,685,27613,2020-07-16 21:12:17.431
549,685,7884,2020-07-16 21:07:16.296
550,685,18230,2020-07-16 21:11:43.811
551,685,7179,2020-07-16 21:10:44.607
552,685,11763,2020-07-16 21:11:05.047
553,685,12467,2020-07-16 21:51:29.228
554,685,7884,2020-07-16 21:52:27.063
555,685,14308,2020-07-16 21:12:00.804
556,685,11053,2020-07-16 21:09:06.722
557,685,18671,2020-07-16 21:09:57.616
558,685,16064,2020-07-16 21:51:50.862
559,685,7884,2020-07-16 21:08:16.25
560,685,23570,2020-07-16 21:10:17.054
561,685,7884,2020-07-16 21:11:24.883
562,687,11080,2020-06-21 07:06:52.907
563,687,16675,2020-06-21 07:07:23.206
564,687,20508,2020-06-21 06:51:41.419
565,688,6891,2020-06-23 13:54:41.076
566,688,9391,2020-06-23 13:56:15.305
567,688,729,2020-06-23 13:53:12.309
568,688,3580,2020-06-23 13:54:10.274
569,691,2472,2021-04-05 11:25:41.82
570,696,22090,2020-03-18 08:39:55.561
571,696,24687,2020-03-18 08:40:22.79
572,697,7474,2020-09-15 20:33:14.624
573,697,705,2020-09-15 20:47:56.245
574,697,1660,2020-09-15 20:32:05.279
575,712,3639,2020-04-18 00:14:11.028
576,712,13226,2020-04-18 00:15:11.722
577,712,20770,2020-04-18 00:15:48.224
578,717,3978,2020-06-16 09:44:39.901
579,720,21890,2021-04-13 10:12:15.907
580,720,21890,2021-04-13 11:10:34.862
581,720,21890,2021-04-13 10:12:21.443
582,720,21890,2021-04-13 16:51:19.243
583,722,6673,2020-01-05 14:04:16.49
584,722,6673,2020-01-05 14:04:02.89
585,722,6673,2020-01-05 14:03:12.858
586,722,6595,2020-01-05 14:03:34.856
587,722,6673,2020-01-05 14:03:56.24
588,722,21043,2020-01-05 14:02:42.162
589,730,27391,2021-01-02 17:08:02.884
590,746,12619,2020-07-05 11:42:09.411
591,746,19745,2020-07-05 11:42:43.727
592,746,12619,2020-07-05 11:23:24.681
593,746,12619,2020-07-05 11:20:15.484
594,746,8591,2020-07-05 12:23:07.147
595,755,16657,2020-04-11 15:52:36.518
596,755,10511,2020-04-11 15:52:03.891
597,756,21447,2020-05-02 06:21:32.205
598,762,24349,2020-09-10 19:06:50.186
599,767,7360,2020-01-11 09:21:39.681
600,778,14058,2020-07-16 19:56:02.232
601,778,19745,2020-07-16 19:56:45.922
602,781,6500,2020-03-31 09:10:48.411
603,781,4135,2020-03-31 09:14:27.141
604,781,2809,2020-03-31 09:13:22.006
605,781,4206,2020-03-31 09:13:12.137
606,781,23694,2020-03-31 09:08:50.612
607,782,27882,2021-05-14 15:20:53.244
608,795,27882,2021-05-18 13:14:32.982
609,795,5226,2021-05-18 13:16:37.286
610,799,26067,2020-11-14 19:31:47.989
611,802,5496,2020-12-27 10:34:09.01
612,802,14920,2020-12-27 10:34:17.764
613,802,27576,2020-12-27 10:34:46.893
614,802,8843,2020-12-27 10:30:54.243
615,802,18700,2020-12-27 10:35:50.313
616,802,18047,2020-12-27 10:36:27.892
617,806,24139,2020-01-03 01:31:45.704
618,808,8425,2021-03-01 23:47:34.384
619,808,6611,2021-03-01 23:31:42.145
620,808,21763,2021-03-01 23:46:03.857
621,808,13095,2021-03-01 23:32:58.272
622,808,2652,2021-03-01 23:39:41.208
623,808,9683,2021-03-01 23:42:04.194
624,808,3425,2021-03-01 23:42:41.303
625,808,24708,2021-03-01 23:34:22.05
626,808,8908,2021-03-01 23:38:43.511
627,808,22011,2021-03-01 23:45:57.662
628,808,1148,2021-03-01 23:37:14.282
629,808,13310,2021-03-01 23:43:27.851
630,808,26836,2021-03-01 23:40:12.678
631,808,21185,2021-03-01 23:39:09.74
632,808,27409,2021-03-01 23:40:25.092
633,808,16640,2021-03-01 23:44:04.864
634,808,2113,2021-03-01 23:32:29.185
